savings_rate,rent_delays,utility_delays,active_subscriptions,debt_to_income,credit_score,likelihood_label
17.757017612063297,3,4,0,39.77015331405793,454,0
9.819253736663276,2,1,6,16.453857893800016,527,1
25.999759701605143,3,1,9,15.876440780051048,589,1
23.26353122880742,1,2,6,22.724373621836627,535,1
23.53722362930133,1,1,7,25.358126632191833,641,2
11.634287816436828,2,2,7,19.922627265087698,575,1
27.819560176552695,4,3,5,16.954840644615082,600,2
8.187042560454033,3,4,0,28.705035360154504,419,0
22.10799965660189,1,1,10,39.49799144942004,586,1
33.33318938066985,4,1,7,41.59213251786893,497,0
11.066245724085181,1,0,2,22.0663672911919,563,1
14.035915892780597,3,0,7,14.2063751359294,518,1
18.697559555613488,1,1,6,22.371351024497883,522,1
14.475670421186607,1,1,9,42.114924266546936,473,0
7.145355982537071,2,2,7,35.28753680325126,443,0
18.479940823642192,3,0,7,28.856891746615826,530,1
10.563874003917267,1,1,6,20.329653384357176,577,1
21.31514701444627,3,2,3,34.1197612876383,508,1
11.564030360363379,2,1,8,47.626328084715375,437,0
28.849540835122774,2,2,5,23.57272106832469,584,1
12.51722695364634,2,2,3,5.297462005809397,624,2
15.745569386560271,0,1,4,14.738418641369433,644,2
23.694620521587687,5,4,2,25.625121370213762,502,1
9.383949784962313,2,1,9,23.44316666973461,509,1
19.592219542228907,2,3,11,38.6056233217665,453,0
27.149999279976996,0,3,9,19.084123209589293,619,2
6.747617358071407,4,0,7,23.255620830445583,488,0
19.29243700972613,1,5,5,18.52543618477022,569,1
19.819179559738963,1,3,5,32.78985659983068,479,0
23.47276010244117,5,1,3,16.395148461119376,544,1
9.341345023853426,0,1,11,22.651702065760865,514,1
8.756803708410066,2,2,2,9.76540325206533,560,1
21.653590959318283,1,3,3,19.713673377044927,566,1
20.078892712632303,3,1,5,41.62767445197853,443,0
19.753449952421136,2,1,5,42.75842274354315,421,0
20.42513746647883,5,0,7,31.739184729792328,548,1
13.239826948950565,3,0,3,29.41184678474585,509,1
19.625775880127026,2,1,0,18.70749343057872,557,1
20.05150731309077,2,0,5,26.99031903294833,588,1
12.999540073815425,1,0,5,26.65701649519662,577,1
31.060421578013298,0,1,5,25.173912577423078,655,2
21.31683044638251,1,0,5,33.065775676225385,575,1
9.66087551958146,3,2,4,15.565598273560102,550,1
22.595875260436806,1,3,2,50.6204454883237,487,0
11.17722830840875,1,2,10,41.24784344542259,457,0
23.509592226197164,0,1,10,16.880218378837693,593,1
26.110169053051827,2,3,10,26.075648343697953,491,0
12.255223771538027,3,1,2,19.011791050362604,553,1
24.743632904710253,4,4,7,31.36179314677225,491,0
20.889466488555488,2,1,4,24.10786861680359,559,1
23.754421119961428,3,1,4,6.18296113731455,667,2
31.27755087857763,3,2,3,15.790561240000885,613,2
16.282283187979907,2,3,13,38.26488684387761,449,0
12.723846849497573,3,0,5,22.811362123277128,525,1
11.773398992621336,0,1,3,22.719982825245516,575,1
12.289328005241932,2,0,6,31.69169889442427,507,1
17.46028803410127,2,1,8,34.39954356611314,510,1
20.388063823716507,4,2,5,24.10913297608406,515,1
19.936835595310132,2,2,6,3.340034327384096,624,2
23.790282743252167,2,2,9,16.969318570903503,603,2
18.091013243145348,2,4,3,3.56030693356724,596,1
28.174738540101217,2,1,6,11.004173341729825,638,2
16.147402167334306,1,2,4,25.77084824095005,574,1
37.04118416612733,2,0,3,25.462238943195107,649,2
22.379671434355043,3,1,11,37.7540993527854,483,0
11.999897105086022,1,3,5,24.672491175233084,542,1
10.503752513572213,3,3,2,16.21871903096892,496,0
21.377306906702298,3,0,5,37.02917308596421,522,1
16.435760502719045,1,2,2,42.51142734672188,491,0
22.998003458644643,1,1,5,34.16574248375002,552,1
21.312663372014814,4,1,3,24.32741660639095,534,1
17.49019761140189,2,4,7,21.919716397349756,496,0
12.072443973521164,1,0,11,13.08428934257492,592,1
7.396069427198947,1,0,5,17.098841403243526,574,1
14.874395335530853,0,0,4,20.516494294888094,616,2
23.994791560264307,2,1,6,11.757222925646825,642,2
19.498656208911427,3,3,10,21.650710405698838,476,0
9.279828549016084,2,1,7,22.183927855457974,527,1
19.212266480958274,1,2,5,37.743904022094554,506,1
20.697221658101856,1,1,0,8.809631471780598,638,2
11.81299794659207,4,0,5,26.724153886260368,504,1
19.076075741618695,1,3,8,11.390148718952327,604,2
18.407461029122,1,2,8,5.440162231619766,653,2
9.999207915185638,3,2,9,20.057414690518748,500,1
20.504511522437983,1,1,3,25.18869174890174,574,1
21.92549168457764,1,0,4,37.72222959559049,537,1
25.58135870222694,3,2,5,22.30752666457455,591,1
25.376614364244322,2,2,8,19.615070255505596,561,1
8.356314424300363,2,2,5,17.98046700682413,501,1
11.43522472059414,2,1,7,19.824887262543214,474,0
21.60524687046062,2,2,4,0.0,671,2
21.596501656385463,3,2,3,16.807145439519793,596,1
21.605333804142337,3,1,9,33.01559733514301,494,0
44.96912043458305,5,3,6,0.4643004144508467,701,2
21.99623357485217,1,4,8,20.848765284629764,590,1
25.948959481264193,3,0,5,22.112945852357228,581,1
24.678012344452416,1,4,8,32.1638913795157,552,1
22.559738759140586,0,1,2,26.166852918233396,605,2
15.79311528751758,2,4,3,29.217565461277584,480,0
23.31278454345287,3,2,8,17.540496563506554,591,1
12.590223498236998,1,5,5,7.417019119031735,565,1
16.342269752819938,4,2,5,19.69981903028351,558,1
14.602455165196275,1,0,3,23.57324272051865,546,1
18.573118975704258,0,2,8,36.57942471981375,486,0
34.20260996671456,2,3,11,10.723070646958707,662,2
4.929143651857764,0,2,7,45.88799052941144,421,0
22.803821332621595,4,1,4,26.72511977652896,535,1
6.7109889016724384,1,1,10,17.388209142385218,567,1
14.696476939473966,2,3,7,16.869227334983144,569,1
25.622654178771562,1,2,4,23.403155158997027,591,1
18.449960133668238,1,3,9,24.323278931351943,542,1
10.455786554494857,1,5,5,25.132287235227235,436,0
12.992874035180222,2,1,1,31.37574421332186,530,1
22.75718424254273,1,1,5,18.38811502537961,599,1
12.887433577980044,2,3,7,26.06339206884332,497,0
19.515210127073825,3,2,3,21.650141236386432,543,1
18.319002879326696,4,2,0,41.46718722311602,417,0
13.43879756675928,2,2,10,6.920845747156839,597,1
33.00760862527728,2,1,14,46.45159183921767,501,1
22.437433156226078,3,5,4,16.16398376717907,542,1
3.8240018933967495,3,0,4,14.144952816529566,532,1
19.305180203385994,2,2,1,22.03829838334362,541,1
13.367494746621285,3,2,3,27.16076226224706,531,1
23.96703334357357,1,1,1,21.36734587854285,594,1
12.452354830971096,4,0,2,30.974862990819222,451,0
17.196844909731706,0,0,6,20.50529663291287,601,2
21.5349109528632,5,1,1,18.563432359059668,598,1
24.06028635919085,2,1,1,15.754293461130883,627,2
9.597925150609566,1,3,6,37.60469080588233,469,0
15.658491349113362,1,2,4,28.843821009419248,494,0
14.675382821873306,1,2,7,13.430649705146301,568,1
13.426695371984017,2,1,4,20.47672367024133,536,1
30.358179681967677,1,1,5,11.761511753325012,653,2
20.83487197672669,4,3,8,52.25756735369079,359,0
9.173812319654683,3,2,4,26.83105190282213,464,0
24.42503362938343,0,0,8,5.102549073546026,737,2
32.85509337908843,2,2,4,11.400645128658836,682,2
25.227256823858028,0,2,3,12.495793816506115,645,2
7.364410238321906,0,3,2,27.92649057977733,443,0
14.61036148993624,2,1,1,8.021689988450213,596,1
26.86837804430636,3,2,2,11.344114563795493,622,2
13.046313740668534,2,1,0,22.486940879211478,551,1
21.1067359970236,2,2,3,24.170858455181083,557,1
23.42243837400536,1,3,8,19.45835729251199,605,2
11.51148669895342,0,2,5,20.847464421581563,569,1
17.5833225075674,2,1,4,10.649005383008042,604,2
0.0,3,1,3,29.461412967714487,419,0
10.829286510659971,3,1,5,4.984260532927841,575,1
16.232022940247877,3,2,6,23.354763654608877,475,0
9.265517726246053,3,2,2,42.80492805415359,428,0
29.426879127521445,0,4,7,21.339456914119292,664,2
7.989010354275571,1,3,5,11.009664765104002,546,1
14.919688593121114,2,3,6,23.83336669118969,495,0
18.91518404100264,1,2,5,21.91797365245085,571,1
28.08891302346281,4,2,1,26.844669187320957,554,1
7.948964941743924,0,1,9,26.682970306283032,509,1
26.14214626508472,1,1,5,34.62222935279874,562,1
18.07163142713711,4,0,4,19.97965656461226,497,0
11.129439442664344,1,0,7,16.642227855407988,568,1
21.234724319842897,2,3,2,16.895154059203886,640,2
19.39341786901429,4,0,1,18.43323466487247,537,1
13.798481859888437,2,3,7,27.865522515024253,517,1
18.488614594930134,3,2,9,11.159838149308417,584,1
15.302804821967678,1,3,6,15.54742821689041,542,1
18.794621416758737,2,3,8,25.503073751478183,491,0
22.634914721647327,1,2,2,37.04845208276335,543,1
29.102117713017464,3,0,4,16.155370258387528,651,2
9.335291508212057,3,2,4,28.492248946516042,426,0
32.931233622593865,1,1,9,22.915432841166798,669,2
4.335385403342487,3,1,7,30.035875909239273,422,0
16.937504334750916,3,1,9,25.594536449329308,530,1
22.118220445392033,3,1,4,25.270493063680405,575,1
19.966943074145227,2,0,2,50.52552903119681,496,0
13.641103361255844,0,2,9,54.297835159154246,395,0
16.54314424749907,4,0,6,22.36983894369696,579,1
14.548993457388171,1,1,9,15.825237954122517,550,1
13.87444670139052,2,2,5,27.420438943190888,528,1
23.947214679147173,2,3,12,31.03996649116633,511,1
20.499108401755333,1,3,9,38.206994506166296,498,0
13.14963283317542,2,0,5,2.5501391823518773,619,2
24.297199128032755,6,1,6,20.89357446622983,549,1
20.151096646136267,0,1,6,19.91991227680213,635,2
23.690034831872723,4,0,2,16.929942056788278,583,1
22.407401893465284,2,2,4,10.031365487405544,603,2
12.197034923545495,1,0,4,22.754540988206767,501,1
14.078732718621213,2,0,6,32.04546355571131,511,1
23.231055235862833,4,0,3,12.554390212268178,607,2
22.272591858034254,1,2,5,25.877713204927787,576,1
17.853688842250964,2,1,4,29.198253794698317,530,1
18.821291683161473,2,2,6,41.43433034043316,494,0
26.943654270518977,5,1,10,31.351779575354968,505,1
13.85900027814919,1,3,9,24.146453190313053,525,1
21.829681668190265,0,3,2,28.114438742979914,572,1
16.58465143296274,2,1,5,32.62741156841582,486,0
16.476231577409457,1,1,5,26.20827713443316,533,1
25.69143796391033,0,3,4,32.86743074818645,594,1
23.77791444291621,1,0,12,21.675580347241315,625,2
23.69456745200447,1,1,4,37.00439875550725,567,1
27.138351650080303,2,0,4,19.903673441120656,627,2
18.147026891429313,2,1,11,18.142375024801566,509,1
22.773670799064746,2,4,8,20.31859714491435,516,1
15.828132703845807,0,2,4,15.295692364430893,591,1
20.269164467419095,3,2,8,32.544725177370836,462,0
17.088998619426206,1,3,5,9.275092757478154,630,2
18.67897175494903,1,1,5,20.66575275551814,564,1
22.166099178058396,3,2,3,28.244126608303056,531,1
12.272455217365692,1,0,0,25.121037609712438,595,1
32.64671092979822,0,2,1,24.580607919581162,685,2
10.957878329502087,1,3,2,23.573986844060734,525,1
9.500679710485874,2,0,7,26.64457822597054,507,1
26.106776114500477,2,3,6,14.973479855587865,592,1
23.54163885774055,1,1,9,20.20584586275736,624,2
22.368838719365087,1,5,2,22.424969627673743,569,1
22.39841856484996,4,2,11,29.558314355657846,499,0
17.914272590071597,3,2,11,34.4298124048309,489,0
11.71921939959918,0,5,6,23.679268944572957,524,1
18.530631907356085,1,2,3,32.34307790619755,507,1
13.259868019415219,3,2,4,25.89689929711988,519,1
24.825838133924258,3,0,6,24.293686044878186,580,1
16.97059832948503,1,0,11,32.84416352202628,527,1
12.22151962245242,2,2,5,10.524380121785388,532,1
15.750299108429045,3,2,1,29.42195960060954,469,0
20.89052017992937,1,2,11,18.143427580176258,548,1
14.053928130372178,0,2,4,35.3860616951704,567,1
12.24445723103498,2,3,10,18.42122582735065,570,1
19.705810480443386,3,0,7,21.895133476658607,519,1
19.71476599776106,2,2,5,9.352101037919208,573,1
14.451397772402093,3,2,8,28.67305005940646,470,0
14.70273186067174,0,0,3,20.823880536439752,619,2
19.624349561503454,2,2,5,19.628003736968246,585,1
7.863409609518731,4,2,4,25.273969352089622,508,1
8.147753579364114,4,2,5,8.30021322760674,513,1
12.970890451232947,2,2,7,18.067900497094243,517,1
16.50586993801707,2,5,7,23.137161939448802,505,1
20.176352959186033,1,3,1,39.647029998542784,501,1
28.327493518646865,1,2,4,26.833940601617712,604,2
24.003617362414136,0,0,4,28.960466485327462,610,2
16.88043029025601,2,0,7,25.619559384811836,599,1
17.86688654468118,0,1,1,59.09734037550058,452,0
10.982294447535338,1,1,8,33.98834486209739,456,0
17.87040804805327,3,4,2,4.6692450078498595,583,1
15.979389527559032,0,1,6,27.222999119336844,575,1
20.259029922366626,2,2,9,35.90293100331398,514,1
12.209383395133738,1,4,2,10.491510997852444,579,1
21.635425599688205,2,1,6,26.04938359529982,520,1
28.729172391018043,0,2,5,19.61946919943547,610,2
17.238678960801998,2,5,3,16.453620084858947,539,1
20.811982054692592,1,1,2,38.359699903868375,543,1
22.831007941977788,3,2,3,18.368996365465726,560,1
15.191456696799147,3,0,3,18.46084584090505,596,1
19.568647372672917,2,1,5,15.987280823367335,607,2
18.088146805472565,2,0,4,14.117383613490034,592,1
18.683732689841822,2,1,7,19.535239856695796,640,2
12.588931513011735,0,1,8,19.04043680551699,555,1
18.1715712198126,2,0,1,13.12136638732584,606,2
21.485988038718148,2,2,5,24.726261474231684,548,1
28.158005254565293,1,1,3,0.0,724,2
24.71489578259645,3,1,2,26.01568984631643,546,1
33.07227720258089,1,2,1,34.7630932685701,624,2
12.628567059783654,1,0,1,19.6925120029713,595,1
24.106244457044745,2,1,4,28.540911301873287,587,1
19.283394040168464,1,1,7,22.474691596385334,565,1
33.32862053252371,1,2,7,48.51928342996157,529,1
12.34191200251394,0,2,2,34.73228385202868,520,1
12.121947104734566,3,3,2,16.33567017516086,527,1
13.804251481891844,2,3,6,37.91534538634983,432,0
3.1327299298313527,2,0,4,49.11199266253533,332,0
14.319714848234673,4,2,8,22.834706731926232,481,0
12.686071369124114,1,0,2,29.86809711783723,544,1
19.052756505333452,3,0,0,35.12899568733763,531,1
20.392291830440115,2,2,7,13.80565994763728,555,1
31.133195874511202,2,1,0,6.658141592289169,725,2
24.652966867302354,1,1,1,26.5956821781565,648,2
13.961674410363178,3,1,3,16.777497203333667,539,1
11.711097300561494,1,3,5,22.817831969361883,513,1
21.44343420054554,2,3,7,35.24842877238452,489,0
8.758367550855505,1,2,2,30.65000317299189,477,0
30.820211360980476,3,0,9,30.58137001426968,614,2
26.25608084504901,3,3,1,23.71375239666919,552,1
14.715770435267066,1,1,4,18.555986949437795,579,1
6.008058296363858,2,3,8,17.912200977684385,478,0
27.47710661915789,0,6,8,42.43736570116128,510,1
17.198221083231676,2,1,0,47.561311040122504,457,0
26.664714183814233,2,3,14,35.78821660552934,536,1
6.839006388439429,0,4,5,22.191540789236882,524,1
13.80437483932359,3,1,6,13.871603137215962,562,1
18.036705898027282,4,2,4,52.211335436327936,396,0
18.328864156353195,0,2,12,29.53142497670822,558,1
14.849541699645295,3,0,9,29.318562007583626,482,0
22.35994952643249,1,5,12,19.02330407244356,568,1
10.52665699432184,2,1,7,31.881533935806168,463,0
17.003343604850947,3,3,8,22.92217209614161,516,1
18.842069421983293,2,4,2,14.445361385753033,547,1
21.601071838411244,0,0,5,21.614173264651416,651,2
22.98130414662223,0,1,8,29.029921871288,552,1
10.127505357134915,1,2,6,40.333164016464124,444,0
7.261200804850644,4,1,6,9.252168990991889,484,0
26.94373775328956,1,1,3,12.611910315491153,695,2
20.326198083857143,0,3,9,20.734173971868216,619,2
12.760594244104125,2,3,9,15.640182731250503,499,0
28.858063828657663,0,2,9,25.025098098345005,628,2
18.80972244005001,3,1,6,20.082019313040405,548,1
26.255080288446784,3,1,6,26.246731376710322,585,1
18.472629369870763,2,4,9,26.67475909435631,546,1
32.42523547417391,4,3,8,11.461025383273638,636,2
30.287385897102432,0,2,3,22.911824296683292,629,2
16.257250960646484,4,1,6,17.01300734234382,522,1
24.80099665668049,1,1,7,36.381769549522616,543,1
22.51763164709603,2,5,3,18.203421056959794,546,1
27.58042090272644,1,2,8,20.049654765670702,639,2
11.245535775939269,1,2,8,15.92256720766547,568,1
22.802360219989076,4,2,4,24.701335590551402,570,1
25.408971407947114,0,2,1,23.47854786176689,613,2
5.688823595038199,0,4,7,39.818088081950876,446,0
9.717190411339574,3,1,11,24.696827275060972,519,1
3.7253747556792955,1,0,6,38.45364330154848,406,0
16.114152158888096,2,0,7,40.382722693147855,470,0
23.022795790571735,1,1,2,21.462741396739936,609,2
28.516499364672196,2,3,5,23.249893108932476,614,2
18.518663462938427,3,1,5,19.262099622388135,593,1
29.400308818999044,3,2,3,12.72289606915326,596,1
8.33928979249576,1,2,7,48.58539280132385,385,0
6.076322924513917,1,3,7,19.314815793690066,525,1
17.61116610772367,1,1,5,15.982911196630734,576,1
20.68845814257515,2,4,5,14.39181137268294,596,1
17.77113676334135,2,1,12,18.74619548739372,573,1
3.5279052997208638,4,4,4,21.96388203491153,442,0
17.37615972341048,4,2,2,37.426488037952915,481,0
8.868713496466027,4,5,2,43.12731092560388,351,0
22.68770784181027,2,3,6,4.185523479363688,629,2
20.566187722677938,2,1,0,40.87620995197907,500,1
11.420841495708514,0,1,4,41.77623227047277,483,0
14.402931578643145,2,1,3,18.800807289258408,504,1
10.585505346777339,1,2,5,15.890467288783142,561,1
17.561246319087797,2,0,5,30.218900552303005,578,1
24.68599624350867,2,0,7,18.61854055665272,622,2
11.099917675651195,1,2,7,39.97931744421375,449,0
21.52832560862491,5,1,9,29.90857231796566,497,0
14.288196671392914,1,5,4,17.45622004855324,549,1
12.449890174163592,3,1,4,27.92340294896703,522,1
17.250787480318095,2,1,8,25.702844502671113,534,1
10.753303743064382,3,2,1,5.796734112791125,564,1
14.124454862569726,4,0,8,15.129563678661167,506,1
9.614854751878061,1,1,6,18.422263995318886,543,1
31.753075930414724,0,1,7,28.79488393325386,605,2
18.2468448638021,4,2,7,30.66378514854124,470,0
13.1019214440519,3,2,6,37.06545972513453,468,0
19.497859375139555,1,1,6,17.9531924204705,623,2
17.21370365216419,2,0,2,10.179136634394501,631,2
16.45321280326744,4,1,4,16.52976483345016,576,1
22.299166900303977,3,3,11,17.939410112387165,512,1
23.302553970331136,1,2,8,16.982099453780414,649,2
14.286491966726308,0,2,9,24.78403078049121,520,1
13.96927231548724,4,3,4,31.982216281857745,458,0
16.07463811993849,1,2,6,20.881477757409606,541,1
1.8865518468509066,1,1,7,30.010958847730507,459,0
7.393662564610134,3,3,9,34.70052387125595,409,0
27.568119872111673,3,1,5,24.894555044924093,615,2
29.514773994508985,2,2,7,13.625624021017128,705,2
16.256747723105352,0,0,8,22.209302373692054,606,2
22.035898741390366,3,0,8,35.2041710427585,516,1
20.17875108180475,1,5,5,31.302631921393548,549,1
39.55216565918666,1,1,9,14.32682737746783,674,2
25.83702438004204,2,3,1,36.774498490358724,518,1
17.104576859634633,1,4,2,21.693946760665153,542,1
11.311216915797019,1,1,7,14.272760287431483,559,1
6.754875758196992,2,0,7,24.680925544251497,475,0
19.42424545107056,1,1,5,9.750509743170516,650,2
12.705544783009877,3,3,4,31.502203365105565,460,0
8.044224032816281,1,0,4,36.44644517356739,472,0
13.473989810302314,1,1,3,14.987208552201993,618,2
10.429163974699236,4,0,5,23.316598320084715,482,0
29.809991445507954,1,2,1,33.71614409540754,617,2
24.171478298646154,3,1,9,11.691432703179583,606,2
17.94419151078368,1,2,7,12.786152920706353,592,1
28.35960897223018,0,0,9,22.629768128795227,628,2
18.54157815353333,3,1,6,22.210905417853066,509,1
11.971010590702154,1,1,5,25.488040083690844,512,1
28.661868540887603,0,1,6,23.9492422706853,595,1
21.77237030579261,3,1,3,11.702016399583526,618,2
10.739276919714804,1,1,2,8.84986640674206,586,1
16.66762925341474,1,0,3,11.818811410525097,650,2
11.870672226306699,4,2,4,30.02894780550509,439,0
8.320401883249648,2,2,3,34.51074185352479,445,0
24.48324283272149,3,2,10,24.110124005168103,583,1
31.365916483290913,2,1,3,32.105340263394524,620,2
8.210026983266012,1,8,7,18.918212979444274,463,0
21.940784656833998,0,6,7,21.328667274492503,535,1
13.445502016147211,2,0,9,34.24165983834824,503,1
14.590122313647129,0,0,8,29.652114502558305,538,1
13.853242530327915,3,2,5,26.765422354675252,481,0
11.952064612241287,1,2,11,23.52586257307603,547,1
18.33965139561379,0,3,2,13.417973955959068,649,2
12.183349185122736,1,2,3,25.855057858201025,500,1
19.893197780458873,1,0,6,28.09938681021084,612,2
17.648333233856043,4,1,6,47.0812054073328,424,0
16.32736367193513,3,1,8,24.210580610410975,541,1
11.647054365708815,3,5,6,21.303365395178844,517,1
13.96260068602167,1,1,7,27.818650491711576,522,1
23.287738580780292,2,3,8,39.48328138710838,500,1
21.506420313370665,3,2,6,28.520795537069354,545,1
11.157113286410143,3,4,8,23.209720341144934,507,1
18.69532613800458,4,1,3,17.14955932622476,558,1
23.259709863602524,0,2,3,16.674687123992374,655,2
6.314163032150397,0,0,8,32.811351042807544,468,0
21.803521346659544,3,0,6,22.122042760606625,537,1
13.361633687379072,2,1,6,45.06966498107907,424,0
21.994190680152116,1,2,3,25.840047874814516,559,1
12.657185904202382,1,2,4,29.8807307381158,531,1
5.365825295348367,1,3,6,19.45837041348745,492,0
6.607202934817861,3,3,5,16.77606175200907,468,0
18.336594626629672,1,3,3,32.63814205739764,497,0
19.818057512050373,0,1,3,36.95638802099669,534,1
11.66978362426914,1,1,4,15.062329598339318,593,1
22.470147211441617,5,0,4,17.65034046455596,547,1
6.36935956411728,1,1,5,18.411120040587093,523,1
17.537441409468784,0,5,10,31.766390291964896,489,0
9.522886601662803,3,1,8,28.6174264172746,475,0
13.437147245384885,2,2,6,24.007341216179906,561,1
